Intro,Subject,Verb,Objects
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,โดย,มี,
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,โดย,สอบ,
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,โดย,คัดเลือก,
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,โดย,เข้า,
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,โดย,ศึกษา,['มหาวิทยาลัย']
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,โดย,ปิด,
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,โดย,ทั่วไป,"['มหาวิทยาลัยสุโขทัยธรรมาธิราช', 'ไม่']"
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,โดย,มี,['ชั้น']
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,โดย,เรียน,"['ตาม', 'มหาวิทยาลัย', 'แต่']"
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,โดย,ดำเนิน,
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,โดย,สอน,
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,โดย,ใช้,['ระบบ']
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,โดย,สอน,['ทาง']
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,โดย,ไกล,
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,โดย,จัด,"['การเรียนการสอน', 'โดย']"
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,โดย,เน้น,
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,โดย,ศึกษา,
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,โดย,เรียนรู้,"['ด้วย', 'ตน', 'จาก', 'เอกสาร', 'วิชา', 'จาก', 'สื่อสารสนเทศ', 'ๆ', 'ทาง', 'มหาวิทยาลัย']"
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,โดย,จัด,"['ให้', 'นัก']"
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,โดย,ศึกษา,"['เช่น', 'สื่อ', 'สิ่งพิมพ์', 'สื่อ', 'อิเล็กทรอนิกส์', 'และ', 'สื่อ']"
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,โดย,ต่าง,['ๆ']
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,โดย,เป็น,"['ต้น', '\n']"
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,โดย,จบ,
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,โดย,ศึกษา,"['จาก', 'มหาวิทยาลัยสุโขทัยธรรมาธิราช', 'ใน', 'อดีต']"
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,ได้,รับ,
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,ได้,พระมหากรุณาธิคุณ,
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,ได้,เข้า,
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,ได้,รับ,"['พระราชทาน', 'ปริญญาบัตร', 'จาก', 'พระหัตถ์', 'พระบาทสมเด็จพระบรมชนกาธิเบศร', ' มหาภูมิพลอดุลยเดชมหาราช ', 'บรมนาถบพิตร', 'แต่', 'ใน', 'ปัจจุบัน', 'พระบาทสมเด็จพระวชิรเกล้าเจ้าอยู่หัว']"
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,ได้,เสด็จพระราชดำเนิน,
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,ได้,ปฏิบัติ,"['พระราชกรณียกิจ', 'ใน']"
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,ได้,พระราชทาน,"['ปริญญาบัตร', 'แก่', 'บัณฑิต', 'จาก', 'มหาวิทยาลัยสุโขทัยธรรมาธิราช', 'ถึง', 'ปัจจุบัน', 'ภาย', 'หลัง', 'รัฐประหาร', 'ใน', 'ประเทศไทย', 'พ.ศ.', '2557', 'คณะ', 'รักษาความ', 'สงบแห่ง', 'ชาติ']"
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,ได้,ออก,"['ประกาศ', '1', '2560']"
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,ได้,เข้า,
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,ได้,ควบคุม,['มหาวิทยาลัย']
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,ได้,เนื่อง,"['จาก', 'กรณี', 'กรรมการ']"
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,ได้,สภา,['มหาวิทยาลัย']
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,ได้,ทรง,['คุณวุฒิ']
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,ได้,ขอ,
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,ได้,ลา,"['จาก', 'ตำแหน่ง']"
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,ได้,ทำ,
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,ได้,เหลือ,"['กรรมการ', 'ไม่']"
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,ได้,ครบ,['องค์']
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,ได้,ประกอบ,"['ตาม', 'มาตรา', '13', 'แห่ง', 'พระราชบัญญัติ', 'มหาวิทยาลัยสุโขทัยธรรมาธิราช', 'พ.ศ.', '2521', 'และ']"
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,ได้,ยกเลิก,
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,ได้,ประกาศ,
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,ได้,ควบคุม,"['วัน', '16', 'พฤศจิกายน', 'พ.ศ.', '2561']"
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,ได้,เนื่อง,['จาก']
